fund_code,fund_name,index_code,index_name,tracking_error,info_ratio_track
013592,南方中债1-3年国开行债券指数E,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.03778226109619355,0.35457042196322547
013593,南方中债3-5年农发行债券指数E,CBOND_农发行债券总指数_3-5年,中债3-5年农发行债券财富指数,0.028236116021406465,0.3890928494568734
013594,南方中债7-10年国开行债券指数E,CBOND_国开行债券总指数_7-10年,中债7-10年国开行债券财富指数,0.009043238418021316,0.468387453570058
014081,平安中债1-3年国开债指数A,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.006550206400175432,-0.2880463769485376
014082,平安中债1-3年国开债指数C,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.009380026456637986,0.14233139516107865
014101,鹏扬中债3-5年国开债指数A,CBOND_国开行债券总指数_3-5年,中债3-5年国开行债券财富指数,0.007496197903819872,0.30151758316226834
014102,鹏扬中债3-5年国开债指数C,CBOND_国开行债券总指数_3-5年,中债3-5年国开行债券财富指数,0.028783114271498156,0.05997979209404467
014458,南方中债0-2年国开行债券指数E,CBOND_国开行债券总指数_总值,中债国开行债券财富指数,0.015887222263157984,-0.4970186291807819
015791,天弘中债1-3年国开债指数发起C,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.003675836829078679,-1.083740442927858
018685,银华中债1-3年国开行债券指数D,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.004756196209853499,0.7075589825554695
019081,山证资管中债1-3年国开债指数A,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.014897883353417343,1.5985429825467667
019082,山证资管中债1-3年国开债指数C,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.015580804411905964,1.6541292179103442
019129,中银中债1-3年期国开行债券指数B,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.004400536258988853,-0.4727704172186577
